policy_id,customer_id,product_type,start_date,end_date,status,channel,discount_pct,gross_premium
P-000030,C-000766,auto,2024-11-22,2026-02-15,active,agent,0.0,406.45
P-000031,C-003444,renters,2024-08-16,2025-06-15,active,agent,0.06,140.28
P-000032,C-007674,homeowners,2024-07-14,2025-10-15,cancelled,online,0.045,414.7
P-000033,C-008765,commercial_property,2024-10-26,2025-08-09,active,agent,0.048,1713.91
P-000034,C-001671,homeowners,2024-08-21,2025-08-08,active,agent,0.087,260.11
P-000035,C-008592,auto,2024-09-05,2025-03-17,active,online,0.061,372.6
P-000036,C-000697,homeowners,2024-07-12,2025-10-03,active,online,0.057,353.24
P-000037,C-000928,homeowners,2024-12-02,2026-03-13,active,agent,0.059,401.74
P-000038,C-000727,renters,2024-08-11,2025-09-22,active,partner,0.094,128.92
P-000039,C-011233,renters,2024-09-27,2025-12-20,active,partner,0.073,135.63
P-000040,C-007580,renters,2024-05-28,2025-03-13,active,agent,0.0,178.66
P-000041,C-007517,auto,2024-10-05,2026-02-17,active,agent,0.086,325.51
P-000042,C-000716,renters,2024-07-10,2025-11-14,active,online,0.087,97.12
P-000043,C-007991,homeowners,2024-09-25,2025-05-25,lapsed,agent,0.0,432.49
P-000044,C-008490,auto,2024-01-12,2024-08-04,active,agent,0.076,373.19
P-000045,C-000093,homeowners,2024-10-03,2025-09-10,active,agent,0.121,344.56
P-000046,C-010125,auto,2024-07-20,2025-09-03,active,agent,0.057,397.57
P-000047,C-000794,commercial_property,2024-11-23,2025-12-22,active,agent,0.033,2352.19
P-000048,C-006444,homeowners,2024-07-17,2025-11-15,active,online,0.116,343.04
P-000049,C-003101,auto,2024-07-31,2025-09-05,active,agent,0.05,474.78
P-000050,C-002478,auto,2024-04-30,2025-02-01,active,partner,0.083,438.13
P-000051,C-007236,homeowners,2024-10-02,2025-12-23,active,agent,0.0,392.23
P-000052,C-006087,auto,2024-05-22,2025-11-11,active,partner,0.016,456.71
P-000053,C-005117,auto,2024-06-08,2025-07-10,lapsed,agent,0.041,392.21
P-000054,C-011440,auto,2024-07-03,2025-08-23,active,agent,0.051,396.5
P-000055,C-003127,auto,2024-12-19,2025-07-13,lapsed,partner,0.085,502.02
P-000056,C-004115,homeowners,2024-04-16,2024-12-07,active,online,0.085,342.63
P-000057,C-008167,auto,2024-06-28,2025-01-24,active,agent,0.052,419.2
P-000058,C-004525,renters,2024-11-30,2026-02-07,active,online,0.0,105.72
P-000059,C-001845,auto,2024-07-13,2025-01-11,active,agent,0.061,416.04
P-000060,C-011014,renters,2024-02-21,2025-02-22,active,agent,0.074,136.02
P-000061,C-000449,homeowners,2024-06-09,2025-05-30,active,online,0.062,272.29
P-000062,C-010569,homeowners,2024-10-10,2026-02-27,lapsed,agent,0.069,316.91
P-000063,C-002463,auto,2024-02-11,2025-03-12,active,online,0.0,265.96
P-000064,C-011659,auto,2024-02-11,2024-08-11,active,agent,0.05,432.18
P-000065,C-006064,auto,2024-04-04,2024-11-06,lapsed,online,0.03,409.85
P-000066,C-004702,commercial_property,2024-07-17,2025-05-10,active,online,0.059,3791.11
P-000067,C-010763,commercial_property,2024-12-20,2025-12-28,active,partner,0.053,2425.39
P-000068,C-005793,auto,2024-05-21,2025-09-24,active,partner,0.083,526.68
P-000069,C-009849,auto,2024-04-28,2024-11-05,active,agent,0.055,465.34
P-000070,C-009785,auto,2024-03-23,2025-06-17,active,agent,0.075,305.66
P-000071,C-006239,commercial_property,2024-01-09,2025-05-16,cancelled,agent,0.0,983.9
P-000072,C-003625,homeowners,2024-09-28,2025-05-14,active,agent,0.185,238.02
P-000073,C-009777,renters,2024-07-14,2025-05-26,active,agent,0.0,234.01
P-000074,C-000604,auto,2024-05-05,2025-08-17,active,agent,0.048,311.9
P-000075,C-005193,homeowners,2024-02-06,2024-12-22,active,online,0.021,382.33
P-000076,C-001643,auto,2024-12-16,2025-11-06,active,agent,0.082,603.61
P-000077,C-011871,renters,2024-03-30,2024-11-09,active,agent,0.0,183.24
P-000078,C-004101,homeowners,2024-05-01,2024-11-02,lapsed,online,0.023,348.4
P-000079,C-010619,auto,2024-12-03,2025-07-31,active,online,0.118,389.83
P-000080,C-003948,auto,2024-10-16,2025-07-21,active,agent,0.095,474.95
P-000081,C-011450,homeowners,2024-09-23,2025-09-09,active,partner,0.0,406.59
P-000082,C-003778,auto,2024-02-12,2024-08-31,active,agent,0.074,552.64
P-000083,C-008634,homeowners,2024-10-28,2026-03-05,active,online,0.08,300.24
P-000084,C-001685,commercial_property,2024-09-21,2025-10-21,active,agent,0.078,3223.1
P-000085,C-007730,renters,2024-07-29,2025-12-29,active,partner,0.062,180.41
P-000086,C-001634,homeowners,2024-12-17,2025-12-30,active,agent,0.007,417.88
P-000087,C-004244,homeowners,2024-11-12,2025-09-21,active,online,0.056,250.98
P-000088,C-010358,homeowners,2024-02-26,2024-09-16,active,agent,0.0,307.6
P-000089,C-002235,auto,2024-02-19,2025-02-20,active,agent,0.081,510.7
P-000090,C-009333,auto,2024-05-19,2025-01-01,active,agent,0.0,395.4
P-000091,C-011655,homeowners,2024-10-01,2025-07-27,active,online,0.0,337.91
P-000092,C-006129,auto,2024-10-19,2026-01-02,active,online,0.116,280.71
P-000093,C-001760,homeowners,2024-11-15,2026-02-19,active,online,0.043,315.99
P-000094,C-004370,auto,2024-10-11,2025-05-18,active,online,0.176,433.68
P-000095,C-001924,homeowners,2024-10-18,2025-09-19,active,online,0.093,384.8
P-000096,C-006990,homeowners,2024-08-15,2025-09-01,active,online,0.0,356.92
P-000097,C-010946,auto,2024-07-12,2025-11-04,active,online,0.051,359.37
P-000098,C-003688,renters,2024-12-12,2026-04-03,lapsed,agent,0.094,132.47
P-000099,C-001904,renters,2024-07-31,2025-12-16,active,agent,0.075,123.11
P-000100,C-009816,commercial_property,2024-05-11,2025-09-26,active,agent,0.042,1394.9
P-000101,C-001225,auto,2024-02-11,2024-12-10,lapsed,online,0.0,376.04
P-000102,C-006394,auto,2024-03-14,2024-12-06,active,agent,0.04,429.72
P-000103,C-007041,renters,2024-08-13,2026-01-18,active,agent,0.076,138.03
P-000104,C-006080,homeowners,2024-02-28,2025-08-19,active,agent,0.015,304.54
P-000105,C-008002,commercial_property,2024-05-18,2025-04-19,active,agent,0.066,4099.9
P-000106,C-008890,auto,2024-06-18,2025-03-15,active,online,0.0,429.86
P-000107,C-007891,auto,2024-08-29,2025-06-25,active,agent,0.063,420.89
P-000108,C-008862,auto,2024-10-10,2025-07-27,active,agent,0.078,326.98
P-000109,C-006225,commercial_property,2024-06-12,2025-06-05,active,agent,0.071,2023.96
P-000110,C-010606,renters,2024-06-30,2025-08-31,active,agent,0.016,225.49
P-000111,C-001975,auto,2024-01-13,2025-02-10,active,partner,0.065,449.87
P-000112,C-006637,homeowners,2024-08-21,2025-11-29,active,agent,0.059,364.63
P-000113,C-004534,auto,2024-11-30,2025-06-10,active,agent,0.061,448.64
P-000114,C-002554,homeowners,2024-02-12,2025-01-03,lapsed,online,0.003,256.74
P-000115,C-008537,auto,2024-01-05,2025-02-02,active,agent,0.043,398.06
P-000116,C-011795,auto,2024-12-11,2025-10-12,active,agent,0.065,558.34
P-000117,C-003591,homeowners,2024-09-02,2026-01-09,active,online,0.027,290.03
P-000118,C-008772,homeowners,2024-03-21,2025-08-10,active,agent,0.043,372.67
P-000119,C-001835,auto,2024-03-13,2024-12-28,active,online,0.023,484.03
P-000120,C-000529,auto,2024-12-23,2026-01-25,lapsed,online,0.009,451.05
P-000121,C-003734,auto,2024-03-27,2024-12-05,active,online,0.014,261.94
P-000122,C-007745,auto,2024-06-06,2025-07-09,active,online,0.027,457.52
P-000123,C-001360,auto,2024-02-23,2025-03-14,active,agent,0.05,355.25
P-000124,C-004146,auto,2024-04-30,2024-11-11,active,online,0.032,460.31
P-000125,C-003059,commercial_property,2024-01-23,2024-08-11,active,agent,0.11,2022.12
P-000126,C-007952,renters,2024-09-21,2025-12-27,active,agent,0.0,140.54
P-000127,C-005192,homeowners,2024-12-25,2025-09-29,active,agent,0.056,297.42
P-000128,C-009862,homeowners,2024-03-13,2025-02-17,active,agent,0.059,345.03
P-000129,C-007049,renters,2024-05-13,2025-03-07,active,online,0.0,180.97
P-000130,C-005526,commercial_property,2024-08-01,2025-08-06,active,agent,0.088,4813.83
P-000131,C-008508,auto,2024-03-18,2025-06-09,active,agent,0.078,293.06
P-000132,C-011490,auto,2024-02-26,2025-03-18,active,online,0.041,350.41
P-000133,C-008028,commercial_property,2024-03-10,2025-04-10,active,agent,0.048,1179.9
P-000134,C-001316,auto,2024-12-18,2025-12-12,active,agent,0.111,398.88
P-000135,C-001507,homeowners,2024-06-22,2025-01-23,active,partner,0.026,450.67
P-000136,C-010384,auto,2024-02-08,2024-11-26,active,online,0.091,346.97
P-000137,C-005925,auto,2024-07-12,2025-03-13,active,agent,0.065,318.97
P-000138,C-007328,homeowners,2024-12-15,2026-02-19,lapsed,online,0.003,457.07
P-000139,C-001625,auto,2024-01-10,2025-01-15,active,online,0.012,306.38
P-000140,C-002337,auto,2024-09-19,2025-11-09,cancelled,agent,0.136,490.92
P-000141,C-003535,auto,2024-02-10,2025-05-14,active,agent,0.048,392.57
P-000142,C-007277,auto,2024-10-17,2025-05-15,active,online,0.058,391.12
P-000143,C-008795,auto,2024-01-09,2025-01-14,active,agent,0.063,351.45
P-000144,C-006155,auto,2024-11-07,2025-07-12,active,online,0.065,396.19
P-000145,C-004681,auto,2024-01-31,2024-10-08,active,agent,0.067,387.98
P-000146,C-003755,auto,2024-11-25,2025-08-18,active,agent,0.053,299.81
P-000147,C-011952,homeowners,2024-08-07,2025-07-21,active,agent,0.097,322.17
P-000148,C-003210,auto,2024-10-18,2025-06-02,cancelled,online,0.085,448.25
P-000149,C-010957,homeowners,2024-11-05,2026-04-11,active,online,0.0,254.41
P-000150,C-000439,homeowners,2024-12-25,2026-05-13,lapsed,online,0.015,360.54
P-000151,C-004003,auto,2024-07-25,2025-11-10,active,online,0.063,464.75
P-000152,C-003869,homeowners,2024-02-25,2024-08-31,active,agent,0.042,220.56
P-000153,C-007940,auto,2024-04-06,2025-05-06,active,partner,0.035,450.24
P-000154,C-008492,commercial_property,2024-02-11,2025-07-26,active,online,0.066,4472.42
P-000155,C-004755,auto,2024-03-29,2025-08-24,active,agent,0.045,539.48
P-000156,C-000453,commercial_property,2024-12-10,2026-05-03,active,online,0.033,3220.32
P-000157,C-007804,homeowners,2024-05-27,2025-01-28,active,online,0.056,464.67
P-000158,C-003261,auto,2024-12-24,2025-11-18,active,agent,0.064,427.51
P-000159,C-001996,renters,2024-01-13,2025-07-05,active,online,0.019,230.97
P-000160,C-007157,renters,2024-11-18,2026-02-06,active,online,0.062,161.9
P-000161,C-000024,auto,2024-12-05,2025-07-16,active,agent,0.114,265.5
P-000162,C-010622,commercial_property,2024-03-23,2025-02-25,active,partner,0.076,1724.64
P-000163,C-008135,auto,2024-12-04,2025-11-29,active,agent,0.054,319.0
P-000164,C-001704,homeowners,2024-04-25,2025-09-07,active,online,0.0,272.8
P-000165,C-003117,commercial_property,2024-11-26,2025-11-16,active,agent,0.05,2696.34
P-000166,C-004747,auto,2024-02-25,2024-12-13,active,partner,0.134,343.75
P-000167,C-002276,auto,2024-03-14,2025-06-04,active,agent,0.054,500.22
P-000168,C-009665,auto,2024-11-12,2026-02-15,active,agent,0.101,345.57
P-000169,C-005713,renters,2024-04-24,2025-10-02,active,agent,0.107,93.98
P-000170,C-000964,auto,2024-12-20,2025-11-18,active,agent,0.0,277.83
P-000171,C-008985,homeowners,2024-05-14,2025-05-26,active,online,0.066,251.96
P-000172,C-003739,commercial_property,2024-01-11,2025-06-23,active,agent,0.023,3504.68
P-000173,C-001904,auto,2024-03-21,2025-08-04,lapsed,agent,0.117,446.79
P-000174,C-005504,homeowners,2024-04-23,2025-08-16,active,agent,0.039,296.51
P-000175,C-003421,auto,2024-05-07,2025-02-11,active,agent,0.069,479.06
P-000176,C-006449,renters,2024-03-14,2024-11-04,active,partner,0.0,142.08
P-000177,C-001785,homeowners,2024-09-26,2025-08-05,active,agent,0.0,241.69
P-000178,C-002475,auto,2024-08-29,2025-11-23,active,agent,0.05,366.99
P-000179,C-000651,auto,2024-02-08,2025-01-19,active,agent,0.024,390.2
P-000180,C-007152,homeowners,2024-01-06,2024-10-28,active,agent,0.007,268.39
P-000181,C-004596,auto,2024-09-10,2025-09-27,lapsed,agent,0.099,318.59
P-000182,C-010419,renters,2024-02-17,2024-10-12,active,online,0.019,105.02
P-000183,C-005634,auto,2024-02-11,2025-06-13,active,agent,0.075,296.49
P-000184,C-007260,commercial_property,2024-06-01,2025-04-21,active,agent,0.043,2439.53
P-000185,C-003453,homeowners,2024-10-17,2025-12-09,cancelled,agent,0.0,354.94
P-000186,C-004394,auto,2024-10-29,2025-06-09,active,agent,0.019,394.08
P-000187,C-009475,auto,2024-01-16,2025-02-13,active,agent,0.023,556.45
P-000188,C-003027,auto,2024-08-11,2026-01-18,active,online,0.059,376.07
P-000189,C-003447,homeowners,2024-03-25,2025-07-26,active,partner,0.0,351.16
P-000190,C-006049,auto,2024-04-06,2025-03-12,active,agent,0.065,416.24
P-000191,C-005253,auto,2024-03-25,2024-10-15,lapsed,online,0.047,354.62
P-000192,C-007535,renters,2024-09-15,2025-07-10,active,online,0.122,120.22
P-000193,C-002271,auto,2024-04-21,2025-07-19,active,online,0.06,440.72
P-000194,C-010802,commercial_property,2024-03-31,2025-09-06,active,online,0.037,2706.04
P-000195,C-005552,auto,2024-05-16,2024-12-09,active,agent,0.032,253.13
P-000196,C-007663,auto,2024-09-05,2025-12-31,active,online,0.023,311.36
P-000197,C-000822,auto,2024-09-04,2025-09-08,active,agent,0.109,318.72
P-000198,C-005859,homeowners,2024-10-20,2025-12-22,active,online,0.101,322.8
P-000199,C-009086,commercial_property,2024-08-28,2025-05-18,active,online,0.118,1454.53
P-000200,C-007000,auto,2024-06-09,2025-06-15,active,agent,0.054,336.9
P-000201,C-009395,homeowners,2024-06-27,2025-05-24,active,agent,0.005,324.0
P-000202,C-009642,auto,2024-10-08,2025-07-13,active,agent,0.052,253.46
P-000203,C-000612,auto,2024-09-17,2025-06-04,active,online,0.036,296.69
P-000204,C-004530,commercial_property,2024-04-22,2025-09-13,active,online,0.051,1448.97
P-000205,C-007316,homeowners,2024-05-22,2025-03-21,active,agent,0.111,265.64
P-000206,C-001714,homeowners,2024-10-24,2026-02-23,active,online,0.085,278.37
P-000207,C-003675,auto,2024-08-30,2025-04-26,active,online,0.043,382.77
P-000208,C-004523,auto,2024-05-09,2024-11-17,active,online,0.069,350.63
P-000209,C-004254,renters,2024-02-16,2024-12-19,active,online,0.101,124.96
P-000210,C-010166,auto,2024-06-07,2025-01-11,active,agent,0.042,367.23
P-000211,C-008510,homeowners,2024-07-26,2025-03-15,active,agent,0.02,310.47
P-000212,C-000778,auto,2024-12-15,2025-08-15,active,agent,0.058,454.28
P-000213,C-004349,auto,2024-03-03,2025-05-11,active,agent,0.078,356.55
P-000214,C-007640,commercial_property,2024-10-24,2025-12-08,active,partner,0.095,980.57
P-000215,C-007163,auto,2024-08-26,2025-03-02,active,online,0.0,321.6
P-000216,C-001626,commercial_property,2024-12-14,2026-02-16,active,online,0.066,3415.29
P-000217,C-009986,auto,2024-04-21,2025-03-16,active,partner,0.041,367.38
P-000218,C-006072,homeowners,2024-08-27,2025-06-14,active,agent,0.06,344.66
P-000219,C-006385,auto,2024-01-01,2025-01-18,cancelled,partner,0.004,344.21
P-000220,C-009203,auto,2024-06-29,2025-04-19,active,agent,0.0,369.13
P-000221,C-010328,homeowners,2024-12-13,2025-08-26,active,agent,0.023,223.44
P-000222,C-001639,renters,2024-05-04,2025-10-18,active,partner,0.003,185.45
P-000223,C-005116,auto,2024-10-05,2025-04-23,active,online,0.067,355.76
P-000224,C-001900,homeowners,2024-02-11,2025-08-02,active,agent,0.041,282.93
P-000225,C-005529,auto,2024-11-03,2025-07-08,active,agent,0.097,470.52
P-000226,C-003811,homeowners,2024-03-25,2025-08-14,active,agent,0.101,252.75
P-000227,C-009926,auto,2024-12-03,2025-09-29,active,online,0.06,326.52
P-000228,C-002452,auto,2024-09-13,2025-04-21,active,agent,0.06,452.82
P-000229,C-011678,auto,2024-06-19,2025-03-21,active,online,0.062,446.02
P-000230,C-010402,auto,2024-11-14,2025-12-12,active,agent,0.078,455.87
P-000231,C-009279,renters,2024-11-19,2026-03-23,active,agent,0.032,97.55
P-000232,C-008674,renters,2024-09-09,2025-08-12,active,online,0.092,127.82
P-000233,C-004486,renters,2024-06-09,2024-12-28,active,agent,0.0,145.25
P-000234,C-005978,commercial_property,2024-02-27,2025-04-20,active,agent,0.071,1332.61
P-000235,C-009954,auto,2024-04-12,2025-01-19,active,agent,0.083,385.01
P-000236,C-006413,auto,2024-10-01,2025-10-19,active,online,0.0,373.91
P-000237,C-004102,homeowners,2024-02-12,2024-12-27,lapsed,online,0.079,276.3
P-000238,C-001637,homeowners,2024-08-21,2025-04-10,active,online,0.035,447.81
P-000239,C-009306,homeowners,2024-08-19,2025-04-15,active,agent,0.02,290.02
P-000240,C-002976,renters,2024-10-31,2025-12-22,active,online,0.055,105.89
P-000241,C-008543,homeowners,2024-06-11,2025-07-15,active,online,0.018,390.35
P-000242,C-003515,renters,2024-06-21,2025-01-02,active,partner,0.118,128.06
P-000243,C-002107,homeowners,2024-01-17,2025-04-20,active,online,0.143,419.25
P-000244,C-011177,commercial_property,2024-04-02,2025-03-25,active,online,0.063,2972.58
P-000245,C-009950,renters,2024-05-03,2024-10-31,active,agent,0.072,159.42
P-000246,C-010290,renters,2024-12-10,2025-10-29,active,online,0.0,241.31
P-000247,C-011677,auto,2024-07-21,2025-04-12,active,agent,0.09,392.64
P-000248,C-010353,renters,2024-10-30,2025-09-14,active,online,0.044,169.01
P-000249,C-004699,homeowners,2024-05-15,2025-04-19,active,agent,0.05,317.96
P-000250,C-002362,auto,2024-09-17,2025-06-01,active,online,0.119,366.7
P-000251,C-008555,homeowners,2024-06-06,2024-12-17,active,agent,0.174,258.47
P-000252,C-007869,commercial_property,2024-12-08,2025-06-24,active,agent,0.006,1034.4
P-000253,C-004945,homeowners,2024-01-29,2024-08-20,active,agent,0.082,320.2
P-000254,C-002635,renters,2024-04-13,2025-09-19,active,partner,0.079,215.96
P-000255,C-008291,auto,2024-06-16,2025-03-01,lapsed,agent,0.04,268.46
P-000256,C-010914,commercial_property,2024-11-27,2025-09-03,active,online,0.029,4590.15
P-000257,C-006399,homeowners,2024-09-08,2025-06-15,active,agent,0.01,276.39
P-000258,C-005490,homeowners,2024-12-14,2026-03-27,active,online,0.028,357.19
P-000259,C-004497,auto,2024-12-09,2025-12-30,active,agent,0.024,417.95
P-000260,C-001784,renters,2024-06-02,2025-06-02,active,partner,0.091,96.36
P-000261,C-002175,homeowners,2024-09-22,2025-11-29,lapsed,online,0.038,406.51
P-000262,C-010600,auto,2024-12-21,2025-07-11,active,agent,0.124,224.43
P-000263,C-001025,auto,2024-02-20,2024-10-25,active,agent,0.0,263.83
P-000264,C-003839,renters,2024-09-21,2025-10-14,active,partner,0.092,134.96
P-000265,C-011526,auto,2024-01-25,2025-02-02,active,agent,0.055,281.76
P-000266,C-003809,homeowners,2024-11-21,2026-04-28,active,online,0.047,429.6
P-000267,C-007746,commercial_property,2024-07-29,2025-01-27,active,online,0.021,4544.67
P-000268,C-007598,homeowners,2024-11-20,2026-01-26,active,online,0.165,361.35
P-000269,C-006481,auto,2024-03-24,2025-09-08,active,agent,0.098,446.68
P-000270,C-009000,auto,2024-01-06,2025-05-01,active,agent,0.044,352.54
P-000271,C-003663,homeowners,2024-10-02,2025-04-08,active,online,0.045,421.17
P-000272,C-004061,auto,2024-08-23,2025-05-21,active,agent,0.057,311.46
P-000273,C-007696,auto,2024-05-10,2024-12-04,active,agent,0.065,263.46
P-000274,C-003960,commercial_property,2024-09-24,2025-08-01,active,agent,0.141,2751.26
P-000275,C-004695,homeowners,2024-11-29,2025-07-22,active,agent,0.126,355.21
P-000276,C-009354,renters,2024-01-28,2024-08-01,lapsed,agent,0.024,100.53
P-000277,C-001284,homeowners,2024-10-04,2025-08-18,active,online,0.032,337.02
P-000278,C-003364,homeowners,2024-09-10,2025-04-03,cancelled,online,0.122,279.33
P-000279,C-005553,auto,2024-09-15,2025-07-19,active,agent,0.059,426.46
P-000280,C-000568,renters,2024-10-23,2025-06-26,active,online,0.025,103.9
P-000281,C-007015,commercial_property,2024-10-14,2025-08-08,active,agent,0.075,3234.65
P-000282,C-006248,renters,2024-11-09,2026-01-03,active,online,0.03,131.64
P-000283,C-002102,homeowners,2024-11-01,2026-02-21,active,agent,0.085,312.22
P-000284,C-007923,auto,2024-01-09,2025-06-12,active,agent,0.06,554.67
P-000285,C-002789,auto,2024-08-21,2025-06-27,active,agent,0.093,309.37
P-000286,C-006760,homeowners,2024-02-04,2024-12-15,active,online,0.087,434.04
P-000287,C-011007,auto,2024-11-30,2025-07-12,active,agent,0.006,535.39
P-000288,C-006909,homeowners,2024-07-06,2025-06-15,active,online,0.018,412.03
P-000289,C-004066,commercial_property,2024-01-03,2025-05-11,active,agent,0.103,2911.05
P-000290,C-008352,auto,2024-05-14,2025-06-23,active,agent,0.013,297.75
P-000291,C-007991,homeowners,2024-04-30,2025-07-08,active,agent,0.078,336.46
P-000292,C-000398,renters,2024-06-20,2025-07-20,active,agent,0.057,136.65
P-000293,C-009556,homeowners,2024-10-03,2025-05-01,active,online,0.0,272.41
P-000294,C-007412,homeowners,2024-07-19,2025-09-16,active,online,0.054,398.73
P-000295,C-006261,renters,2024-03-05,2025-03-17,lapsed,agent,0.101,157.26
P-000296,C-010886,renters,2024-07-23,2025-10-11,active,agent,0.044,128.86
P-000297,C-004070,auto,2024-03-17,2024-11-22,active,agent,0.072,349.81
P-000298,C-002935,auto,2024-07-27,2025-10-13,lapsed,agent,0.152,404.66
P-000299,C-009856,auto,2024-08-13,2025-07-07,active,agent,0.06,317.31
P-000300,C-000192,homeowners,2024-09-28,2025-06-21,cancelled,online,0.068,223.48
P-000301,C-008845,auto,2024-12-17,2025-10-12,active,agent,0.0,429.92
P-000302,C-011146,auto,2024-05-08,2025-09-05,active,partner,0.079,406.41
P-000303,C-002296,renters,2024-01-03,2025-05-11,active,online,0.058,171.33
P-000304,C-002393,homeowners,2024-12-29,2025-10-14,active,agent,0.102,296.36
P-000305,C-008848,commercial_property,2024-06-12,2025-10-02,cancelled,online,0.017,3022.1
P-000306,C-006070,renters,2024-06-16,2025-08-07,lapsed,agent,0.021,134.6
P-000307,C-008724,commercial_property,2024-10-29,2026-01-02,active,online,0.06,4652.19
P-000308,C-000749,auto,2024-04-05,2025-05-17,active,agent,0.031,504.75
P-000309,C-005624,auto,2024-11-10,2026-01-04,active,online,0.029,273.66
P-000310,C-008095,renters,2024-03-24,2025-06-07,cancelled,agent,0.089,172.46
P-000311,C-008969,auto,2024-01-24,2025-04-14,active,partner,0.054,456.36
P-000312,C-005658,auto,2024-10-11,2025-11-26,active,online,0.013,347.06
P-000313,C-007884,homeowners,2024-03-17,2024-09-29,active,agent,0.026,385.15
P-000314,C-002310,commercial_property,2024-01-01,2024-11-25,active,agent,0.014,3592.97
P-000315,C-003060,auto,2024-10-22,2025-05-29,lapsed,agent,0.059,436.07
P-000316,C-008121,homeowners,2024-04-12,2025-09-05,lapsed,online,0.046,283.8
P-000317,C-009023,auto,2024-11-30,2025-08-16,lapsed,agent,0.045,280.29
P-000318,C-000953,renters,2024-10-14,2025-06-21,lapsed,agent,0.162,145.18
P-000319,C-009432,homeowners,2024-07-10,2025-12-31,active,agent,0.071,374.74
P-000320,C-009878,homeowners,2024-03-17,2025-07-29,active,agent,0.01,256.84
P-000321,C-003055,homeowners,2024-05-19,2025-05-10,active,online,0.071,405.55
P-000322,C-005595,auto,2024-11-01,2025-09-11,active,online,0.028,319.86
P-000323,C-003808,auto,2024-01-24,2024-12-24,active,agent,0.021,467.59
P-000324,C-009546,homeowners,2024-09-26,2025-08-05,active,online,0.0,254.13
P-000325,C-008577,auto,2024-10-17,2025-12-18,active,agent,0.004,345.83
P-000326,C-005179,auto,2024-04-28,2025-02-24,active,agent,0.045,352.94
P-000327,C-006259,auto,2024-12-24,2025-08-30,active,agent,0.0,428.15
P-000328,C-009685,homeowners,2024-06-18,2025-09-29,active,agent,0.033,336.2
P-000329,C-002441,auto,2024-07-15,2025-01-21,active,online,0.103,324.3
P-000330,C-000758,homeowners,2024-02-13,2025-06-20,active,partner,0.029,225.7
P-000331,C-010520,homeowners,2024-06-21,2025-03-23,active,online,0.0,411.56
P-000332,C-003302,auto,2024-08-23,2025-09-19,lapsed,agent,0.052,253.46
P-000333,C-010516,auto,2024-10-13,2026-03-25,active,agent,0.017,426.99
P-000334,C-007702,auto,2024-01-06,2024-11-29,lapsed,partner,0.075,407.26
P-000335,C-002788,renters,2024-10-07,2025-10-17,active,online,0.121,125.62
P-000336,C-001093,homeowners,2024-09-10,2025-07-27,active,online,0.032,371.44
P-000337,C-011808,homeowners,2024-10-12,2026-03-04,active,partner,0.041,402.8
P-000338,C-005205,auto,2024-04-28,2025-03-16,active,partner,0.025,295.65
P-000339,C-007735,auto,2024-08-22,2025-03-01,active,online,0.048,319.45
