event_id,claim_id,county_code,county_name,city,postal_code,temperature_c,precip_mm,wind_mps,hail_size_cm
EV-0000093,CL-0000093,SB,Sibiu,Sibiu,686473,19.8,19.0,0.4,0.13
EV-0000094,CL-0000094,GL,Galati,Galati,465668,3.4,1.4,2.8,0.13
EV-0000095,CL-0000095,CJ,Cluj,Cluj-Napoca,298677,13.7,1.4,3.4,0.15
EV-0000096,CL-0000096,BH,Bihor,Oradea,221799,9.6,8.4,2.3,0.23
EV-0000097,CL-0000097,CT,Constanta,Medgidia,522209,4.7,7.1,6.1,0.0
EV-0000098,CL-0000098,DB,Dambovita,Targoviste,437517,5.9,13.5,0.7,0.19
EV-0000099,CL-0000099,PH,Prahova,Campina,570283,-0.2,2.8,5.6,0.31
EV-0000100,CL-0000100,SM,Satu Mare,Satu Mare,864120,-5.9,2.7,0.0,0.02
EV-0000101,CL-0000101,DJ,Dolj,Craiova,283659,12.3,6.2,3.9,0.55
EV-0000102,CL-0000102,PH,Prahova,Sinaia,325983,1.3,0.2,5.5,0.0
EV-0000103,CL-0000103,IF,Ilfov,Voluntari,304821,12.6,3.0,5.5,0.36
EV-0000104,CL-0000104,GL,Galati,Galati,254143,18.4,6.8,2.4,0.0
EV-0000105,CL-0000105,GJ,Gorj,Targu Jiu,827039,19.3,2.6,4.2,0.0
EV-0000106,CL-0000106,AG,Arges,Pitesti,222986,22.1,5.2,0.0,0.0
EV-0000107,CL-0000107,BZB,Bucuresti,Sector 1,202307,-1.2,2.1,2.3,0.23
EV-0000108,CL-0000108,VN,Vrancea,Focsani,345545,22.1,11.0,3.2,0.0
EV-0000109,CL-0000109,CT,Constanta,Medgidia,513987,16.8,2.8,7.2,0.2
EV-0000110,CL-0000110,BZB,Bucuresti,Sector 6,441747,-5.8,5.4,3.9,0.01
EV-0000111,CL-0000111,DB,Dambovita,Gaesti,390701,14.5,8.4,4.5,0.01
EV-0000112,CL-0000112,BT,Botosani,Botosani,964072,5.2,2.9,3.1,0.02
EV-0000113,CL-0000113,DB,Dambovita,Targoviste,479738,26.9,5.7,0.1,0.29
EV-0000114,CL-0000114,BR,Braila,Braila,304160,18.9,19.5,9.1,2.19
EV-0000115,CL-0000115,BR,Braila,Braila,304160,0.0,18.2,4.7,1.6
EV-0000116,CL-0000116,BZB,Bucuresti,Sector 6,370925,-5.2,2.3,2.6,0.13
EV-0000117,CL-0000117,SB,Sibiu,Sibiu,509264,18.6,7.9,4.1,0.09
EV-0000118,CL-0000118,IL,Ialomita,Slobozia,469235,17.8,8.5,2.5,0.13
EV-0000119,CL-0000119,BC,Bacau,Bacau,987429,17.8,1.3,1.1,0.0
EV-0000120,CL-0000120,BC,Bacau,Bacau,987429,7.8,18.8,2.8,1.4
EV-0000121,CL-0000121,OT,Olt,Slatina,386689,23.4,17.2,6.5,1.0
EV-0000122,CL-0000122,BZB,Bucuresti,Sector 3,280692,0.2,4.7,2.9,0.0
EV-0000123,CL-0000123,CL,Calarasi,Calarasi,343778,13.0,5.0,2.1,0.0
EV-0000124,CL-0000124,MH,Mehedinti,Drobeta-Turnu Severin,910938,16.7,4.5,4.2,0.26
EV-0000125,CL-0000125,BZB,Bucuresti,Sector 5,834300,24.9,16.6,3.5,0.31
EV-0000126,CL-0000126,AG,Arges,Pitesti,801596,1.0,2.8,0.0,0.0
EV-0000127,CL-0000127,AG,Arges,Pitesti,801596,4.1,3.6,3.1,0.0
EV-0000128,CL-0000128,CT,Constanta,Constanta,204337,10.3,5.4,6.5,0.09
EV-0000129,CL-0000129,BZB,Bucuresti,Sector 1,625401,21.4,11.7,5.5,0.02
EV-0000130,CL-0000130,BV,Brasov,Fagaras,307307,30.6,9.9,2.4,0.35
EV-0000131,CL-0000131,CV,Covasna,Sfantu Gheorghe,112049,-4.2,1.4,4.7,0.0
EV-0000132,CL-0000132,TM,Timis,Timisoara,285901,23.9,1.2,6.2,0.2
EV-0000133,CL-0000133,CJ,Cluj,Turda,270730,24.3,2.0,2.5,0.06
EV-0000134,CL-0000134,PH,Prahova,Sinaia,429806,6.3,18.2,1.1,0.67
EV-0000135,CL-0000135,BR,Braila,Braila,972344,-3.4,18.6,3.4,0.0
EV-0000136,CL-0000136,BR,Braila,Braila,972344,-8.9,2.4,1.5,0.0
EV-0000137,CL-0000137,BZB,Bucuresti,Sector 3,399569,2.1,6.3,0.3,0.0
EV-0000138,CL-0000138,CT,Constanta,Medgidia,883595,5.0,3.5,8.6,0.0
EV-0000139,CL-0000139,NT,Neamt,Piatra Neamt,569921,4.0,27.5,4.2,0.0
EV-0000140,CL-0000140,BZB,Bucuresti,Sector 5,547938,-10.8,3.3,0.0,0.0
EV-0000141,CL-0000141,PH,Prahova,Campina,527288,30.2,6.7,0.5,0.0
EV-0000142,CL-0000142,CL,Calarasi,Calarasi,717532,25.9,2.2,0.8,0.0
EV-0000143,CL-0000143,SM,Satu Mare,Carei,354869,3.4,7.3,2.5,0.17
EV-0000144,CL-0000144,HR,Harghita,Miercurea Ciuc,975557,12.3,4.9,3.8,0.0
EV-0000145,CL-0000145,SV,Suceava,Falticeni,118817,32.8,6.3,3.3,1.06
EV-0000146,CL-0000146,VS,Vaslui,Vaslui,431021,20.8,13.6,5.7,0.0
EV-0000147,CL-0000147,BZB,Bucuresti,Sector 2,428109,18.9,13.7,2.3,0.0
EV-0000148,CL-0000148,BZB,Bucuresti,Sector 4,808025,0.1,3.6,3.0,0.3
EV-0000149,CL-0000149,MM,Maramures,Baia Mare,488028,11.3,10.3,6.2,0.0
EV-0000150,CL-0000150,SB,Sibiu,Sibiu,639758,4.0,3.8,6.1,0.0
EV-0000151,CL-0000151,PH,Prahova,Sinaia,329698,13.4,1.8,1.8,0.0
EV-0000152,CL-0000152,DJ,Dolj,Bailesti,831185,15.5,5.0,4.4,0.0
EV-0000153,CL-0000153,BH,Bihor,Alesd,670914,-6.4,6.2,4.9,0.0
EV-0000154,CL-0000154,BZ,Buzau,Buzau,824384,-10.4,15.9,6.1,0.58
EV-0000155,CL-0000155,BZ,Buzau,Ramnicul Sarat,387105,-4.9,12.1,4.4,0.96
EV-0000156,CL-0000156,BZ,Buzau,Ramnicul Sarat,808412,-5.8,9.0,5.5,0.0
EV-0000157,CL-0000157,HR,Harghita,Miercurea Ciuc,200635,8.4,15.8,3.2,0.15
EV-0000158,CL-0000158,IS,Iasi,Iasi,103662,16.7,20.3,6.3,1.71
EV-0000159,CL-0000159,BZ,Buzau,Ramnicul Sarat,523997,6.8,8.9,0.6,0.06
EV-0000160,CL-0000160,BZ,Buzau,Ramnicul Sarat,523997,9.9,1.3,0.0,1.23
EV-0000161,CL-0000161,HR,Harghita,Miercurea Ciuc,879796,14.3,5.2,3.8,0.0
EV-0000162,CL-0000162,DB,Dambovita,Targoviste,706654,11.4,4.0,3.3,0.0
EV-0000163,CL-0000163,BZB,Bucuresti,Sector 6,821447,-2.2,13.1,5.6,0.0
EV-0000164,CL-0000164,MS,Mures,Sighisoara,370330,23.9,17.1,9.3,0.53
EV-0000165,CL-0000165,IF,Ilfov,Voluntari,840542,7.5,5.2,0.0,0.34
EV-0000166,CL-0000166,NT,Neamt,Piatra Neamt,866017,-0.3,3.6,3.3,0.0
EV-0000167,CL-0000167,VL,Valcea,Dragasani,230579,11.7,0.8,4.0,0.16
EV-0000168,CL-0000168,VL,Valcea,Dragasani,230579,-3.9,4.3,1.3,0.04
EV-0000169,CL-0000169,IL,Ialomita,Fetesti,643569,18.8,11.3,0.1,0.0
EV-0000170,CL-0000170,TM,Timis,Lugoj,713276,24.3,2.7,3.3,0.0
EV-0000171,CL-0000171,VL,Valcea,Dragasani,665437,-4.5,0.2,2.0,0.01
EV-0000172,CL-0000172,IS,Iasi,Iasi,631471,10.5,12.5,5.5,0.0
EV-0000173,CL-0000173,SM,Satu Mare,Satu Mare,959976,11.3,60.5,1.3,0.21
EV-0000174,CL-0000174,DJ,Dolj,Bailesti,735734,7.9,8.0,4.6,1.14
EV-0000175,CL-0000175,IS,Iasi,Iasi,570922,11.1,5.0,1.6,0.4
EV-0000176,CL-0000176,CL,Calarasi,Calarasi,496865,3.1,2.4,4.8,0.0
EV-0000177,CL-0000177,MS,Mures,Targu Mures,163971,25.7,13.0,1.8,0.0
EV-0000178,CL-0000178,BC,Bacau,Bacau,178278,15.0,6.3,2.6,0.0
EV-0000179,CL-0000179,CS,Caras-Severin,Caransebes,767304,6.5,13.6,0.1,0.0
EV-0000180,CL-0000180,TM,Timis,Timisoara,489407,18.6,2.2,6.1,0.0
EV-0000181,CL-0000181,GJ,Gorj,Motru,171910,7.4,13.3,7.4,0.0
EV-0000182,CL-0000182,GJ,Gorj,Motru,171910,10.3,7.0,1.7,0.22
EV-0000183,CL-0000183,CT,Constanta,Constanta,181727,-4.9,21.9,6.4,0.3
EV-0000184,CL-0000184,IF,Ilfov,Chitila,824660,-2.6,7.7,3.4,0.24
EV-0000185,CL-0000185,NT,Neamt,Piatra Neamt,743519,18.1,16.8,3.8,0.14
EV-0000186,CL-0000186,BV,Brasov,Brasov,214373,17.5,4.6,6.7,1.15
EV-0000187,CL-0000187,BH,Bihor,Alesd,252082,31.8,8.5,5.8,0.0
EV-0000188,CL-0000188,BZ,Buzau,Buzau,741317,-5.7,7.2,5.2,0.0
EV-0000189,CL-0000189,GL,Galati,Tecuci,905231,12.3,11.1,5.5,0.17
EV-0000190,CL-0000190,BZB,Bucuresti,Sector 4,191448,23.3,14.3,6.0,0.15
EV-0000191,CL-0000191,HD,Hunedoara,Deva,443809,0.3,6.5,5.8,0.39
EV-0000192,CL-0000192,DB,Dambovita,Gaesti,137247,27.4,5.8,0.0,0.0
EV-0000193,CL-0000193,BC,Bacau,Moinesti,897631,11.5,7.1,4.0,0.18
EV-0000194,CL-0000194,CJ,Cluj,Turda,382116,6.4,16.5,0.0,0.0
EV-0000195,CL-0000195,BZB,Bucuresti,Sector 3,407977,-3.6,12.8,3.2,0.16
EV-0000196,CL-0000196,BZ,Buzau,Ramnicul Sarat,559777,19.8,9.0,3.1,1.96
EV-0000197,CL-0000197,IL,Ialomita,Slobozia,760802,-4.5,10.2,0.0,0.26
EV-0000198,CL-0000198,BC,Bacau,Bacau,523312,15.1,5.7,3.9,0.16
EV-0000199,CL-0000199,TM,Timis,Sannicolau Mare,207468,26.2,2.2,3.3,0.27
EV-0000200,CL-0000200,BZB,Bucuresti,Sector 2,620994,15.7,7.7,2.2,0.0
EV-0000201,CL-0000201,BV,Brasov,Fagaras,575481,-0.5,24.7,3.1,0.93
EV-0000202,CL-0000202,DJ,Dolj,Bailesti,523106,11.0,11.4,4.2,0.0
EV-0000203,CL-0000203,IF,Ilfov,Voluntari,304821,-1.5,15.2,0.2,0.19
EV-0000204,CL-0000204,BH,Bihor,Alesd,574050,31.7,3.3,5.2,0.0
EV-0000205,CL-0000205,HR,Harghita,Miercurea Ciuc,988069,30.1,5.0,3.2,0.0
EV-0000206,CL-0000206,GJ,Gorj,Motru,840249,-2.8,12.1,3.3,0.2
EV-0000207,CL-0000207,BZB,Bucuresti,Sector 2,522956,29.7,5.9,2.9,0.06
EV-0000208,CL-0000208,BZB,Bucuresti,Sector 2,522956,-9.5,8.5,3.2,0.2
EV-0000209,CL-0000209,SV,Suceava,Suceava,267786,15.6,1.4,3.7,0.07
EV-0000210,CL-0000210,CT,Constanta,Mangalia,234039,20.5,14.4,9.3,0.2
EV-0000211,CL-0000211,CT,Constanta,Mangalia,234039,1.4,35.3,7.1,0.27
EV-0000212,CL-0000212,BZB,Bucuresti,Sector 5,892516,17.6,2.3,1.0,0.0
EV-0000213,CL-0000213,MM,Maramures,Baia Mare,750515,20.9,6.8,4.3,0.11
EV-0000214,CL-0000214,AR,Arad,Arad,196811,3.4,10.8,6.6,0.0
EV-0000215,CL-0000215,CT,Constanta,Mangalia,736204,10.9,3.0,5.1,0.26
EV-0000216,CL-0000216,IF,Ilfov,Chitila,705515,9.7,4.3,2.4,0.18
EV-0000217,CL-0000217,SJ,Salaj,Zalau,773517,-8.1,6.9,0.6,0.0
EV-0000218,CL-0000218,SJ,Salaj,Zalau,773517,26.1,2.2,5.8,1.34
EV-0000219,CL-0000219,SJ,Salaj,Zalau,773517,36.7,6.5,2.7,2.15
EV-0000220,CL-0000220,IF,Ilfov,Voluntari,954796,25.9,3.0,3.2,0.11
EV-0000221,CL-0000221,TR,Teleorman,Alexandria,406445,-2.6,0.7,3.3,0.0
EV-0000222,CL-0000222,MM,Maramures,Baia Mare,324853,1.4,10.9,3.5,0.0
EV-0000223,CL-0000223,DJ,Dolj,Craiova,679105,23.2,27.4,3.3,0.7
EV-0000224,CL-0000224,NT,Neamt,Roman,176340,12.6,6.1,5.3,1.15
EV-0000225,CL-0000225,BH,Bihor,Alesd,672659,20.2,9.5,4.8,0.0
EV-0000226,CL-0000226,TM,Timis,Lugoj,191269,-4.1,5.8,2.2,0.0
EV-0000227,CL-0000227,PH,Prahova,Campina,835517,2.0,5.7,1.7,0.0
EV-0000228,CL-0000228,BZB,Bucuresti,Sector 1,343832,0.1,1.9,0.6,0.0
EV-0000229,CL-0000229,VN,Vrancea,Focsani,559111,-2.3,10.1,7.6,0.14
EV-0000230,CL-0000230,VN,Vrancea,Focsani,559111,11.7,6.9,2.5,1.75
EV-0000231,CL-0000231,CT,Constanta,Medgidia,648536,26.6,11.6,8.5,0.37
EV-0000232,CL-0000232,HR,Harghita,Odorheiu Secuiesc,885713,21.2,5.2,7.6,0.19
EV-0000233,CL-0000233,SB,Sibiu,Medias,882424,-3.6,5.7,2.4,0.69
EV-0000234,CL-0000234,TM,Timis,Timisoara,674353,29.5,11.4,5.3,0.33
EV-0000235,CL-0000235,TM,Timis,Timisoara,674353,-6.1,2.6,4.0,0.19
EV-0000236,CL-0000236,MH,Mehedinti,Drobeta-Turnu Severin,764383,21.9,11.4,0.3,0.37
EV-0000237,CL-0000237,GR,Giurgiu,Giurgiu,991737,5.6,3.1,2.3,0.07
EV-0000238,CL-0000238,HR,Harghita,Odorheiu Secuiesc,504997,6.5,12.1,3.2,0.12
EV-0000239,CL-0000239,AB,Alba,Aiud,403052,10.1,10.4,1.9,0.61
EV-0000240,CL-0000240,TM,Timis,Timisoara,148747,30.0,4.1,2.3,0.32
EV-0000241,CL-0000241,MM,Maramures,Baia Mare,223680,13.6,2.8,2.7,0.31
EV-0000242,CL-0000242,CJ,Cluj,Dej,752678,-4.9,11.6,3.1,0.42
EV-0000243,CL-0000243,NT,Neamt,Piatra Neamt,973448,19.9,4.2,2.7,0.0
EV-0000244,CL-0000244,NT,Neamt,Roman,653183,7.8,13.9,3.5,0.01
EV-0000245,CL-0000245,DB,Dambovita,Targoviste,139966,9.3,12.3,4.2,0.0
EV-0000246,CL-0000246,BZB,Bucuresti,Sector 6,303532,22.0,1.0,0.0,0.0
EV-0000247,CL-0000247,BZB,Bucuresti,Sector 5,756360,29.8,10.4,2.1,0.0
EV-0000248,CL-0000248,CT,Constanta,Constanta,367524,16.5,9.5,8.1,0.0
EV-0000249,CL-0000249,BZB,Bucuresti,Sector 1,498124,-18.1,6.8,2.5,0.15
EV-0000250,CL-0000250,AB,Alba,Alba Iulia,172267,8.2,8.6,4.4,1.68
EV-0000251,CL-0000251,AG,Arges,Campulung,357934,-13.6,7.7,7.2,0.66
EV-0000252,CL-0000252,CJ,Cluj,Dej,402848,-3.4,24.6,8.1,0.56
EV-0000253,CL-0000253,BV,Brasov,Fagaras,914085,10.3,11.2,1.9,0.77
EV-0000254,CL-0000254,IS,Iasi,Pascani,745917,-7.6,26.1,4.1,0.0
EV-0000255,CL-0000255,SB,Sibiu,Sibiu,894026,-6.9,5.5,2.3,0.0
EV-0000256,CL-0000256,TR,Teleorman,Alexandria,346538,-5.6,9.4,1.3,0.0
EV-0000257,CL-0000257,TR,Teleorman,Alexandria,346538,27.1,1.7,1.8,0.0
EV-0000258,CL-0000258,IS,Iasi,Iasi,225095,16.9,15.4,4.1,0.0
EV-0000259,CL-0000259,GL,Galati,Tecuci,642107,4.1,6.9,2.7,1.55
EV-0000260,CL-0000260,BZB,Bucuresti,Sector 6,410990,22.0,15.1,2.6,0.43
EV-0000261,CL-0000261,BZB,Bucuresti,Sector 4,330144,13.8,0.7,4.5,0.0
EV-0000262,CL-0000262,OT,Olt,Slatina,966972,8.0,1.1,6.5,0.37
EV-0000263,CL-0000263,VN,Vrancea,Focsani,949970,20.1,4.8,5.6,0.0
EV-0000264,CL-0000264,IS,Iasi,Iasi,663944,28.3,6.5,3.3,0.0
EV-0000265,CL-0000265,AB,Alba,Alba Iulia,740147,4.7,23.7,5.9,1.29
EV-0000266,CL-0000266,AB,Alba,Alba Iulia,740147,16.7,11.6,6.7,0.0
EV-0000267,CL-0000267,AG,Arges,Curtea de Arges,313508,22.9,2.4,5.3,0.29
EV-0000268,CL-0000268,TM,Timis,Sannicolau Mare,680954,12.8,21.4,2.7,0.16
EV-0000269,CL-0000269,TM,Timis,Sannicolau Mare,680954,17.0,1.3,5.5,0.08
EV-0000270,CL-0000270,TM,Timis,Sannicolau Mare,680954,20.0,2.6,3.7,0.01
EV-0000271,CL-0000271,HD,Hunedoara,Hunedoara,148358,0.1,6.4,1.4,0.36
EV-0000272,CL-0000272,CT,Constanta,Constanta,893454,-3.0,5.8,3.8,0.25
EV-0000273,CL-0000273,TM,Timis,Timisoara,610624,24.8,8.6,5.9,0.0
EV-0000274,CL-0000274,MM,Maramures,Sighetu Marmatiei,102463,-0.9,10.1,1.2,0.04
EV-0000275,CL-0000275,NT,Neamt,Piatra Neamt,568295,-4.8,2.8,0.3,0.0
EV-0000276,CL-0000276,CJ,Cluj,Turda,517661,7.0,2.7,5.4,1.63
EV-0000277,CL-0000277,SB,Sibiu,Medias,267629,9.5,5.0,1.1,0.0
EV-0000278,CL-0000278,SB,Sibiu,Medias,267629,13.2,1.0,6.4,0.04
EV-0000279,CL-0000279,BZB,Bucuresti,Sector 4,317990,1.0,11.3,1.7,0.09
EV-0000280,CL-0000280,BV,Brasov,Brasov,159695,2.6,15.5,2.8,0.0
EV-0000281,CL-0000281,BZB,Bucuresti,Sector 6,246675,4.7,4.4,4.4,0.0
EV-0000282,CL-0000282,BH,Bihor,Alesd,206390,6.3,5.9,5.2,0.0
EV-0000283,CL-0000283,CJ,Cluj,Cluj-Napoca,750771,16.5,2.6,1.3,1.59
EV-0000284,CL-0000284,IS,Iasi,Iasi,437473,19.8,7.7,4.0,0.0
EV-0000285,CL-0000285,CL,Calarasi,Oltenita,951617,22.3,3.9,0.8,0.06
EV-0000286,CL-0000286,BZ,Buzau,Buzau,499411,22.4,7.1,1.8,0.0
EV-0000287,CL-0000287,BZB,Bucuresti,Sector 4,123369,19.2,5.2,1.9,0.0
EV-0000288,CL-0000288,OT,Olt,Slatina,181486,4.0,6.3,7.6,0.0
EV-0000289,CL-0000289,IS,Iasi,Iasi,904523,7.9,19.5,3.6,0.0
